Clock_Round,Service_Area,Band,Bidder,Last Bid Submitted at start of Clock Round (Rs. Crore),Provisionally Allocated Block(s) at start of Clock Round (In No.),Rank at start of Clock Round,bid_decision,No. of Block(s) Selecte d,prov_win_bid,Provisionall y Allocated Block(s) at end of Clock Round,prov_rank
15,Himachal Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,700,Idea,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,700,RCL,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,700,Jio,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,Aircel,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,Bharti,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,Idea,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,RCL,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,Jio,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,1800,Bharti,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,1800,Idea,3.2,3,0,1  no,0,3.2,3,1
15,Himachal Pradesh,1800,RCL,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,1800,Jio,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,Idea,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,RCL,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,Jio,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2300,Bharti,10,1,0,2  no,0,10,1,2
15,Himachal Pradesh,2300,Idea,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2300,RCL,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2300,Jio,10.1,1,0,1  no,0,10.1,1,1
15,Himachal Pradesh,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2500,Idea,0,0,0,Bid,1,10,1,1
15,Himachal Pradesh,2500,RCL,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2500,Jio,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Himachal Pradesh,2500,Vodafone,0,0,0,0  no,0,0,0,0
15,J & K,700,Aircel,0,0,0,0  no,0,0,0,0
15,J & K,700,Bharti,0,0,0,0  no,0,0,0,0
15,J & K,700,Idea,0,0,0,0  no,0,0,0,0
15,J & K,700,RCL,0,0,0,0  no,0,0,0,0
15,J & K,700,Jio,0,0,0,0  no,0,0,0,0
15,J & K,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,J & K,700,Vodafone,0,0,0,0  no,0,0,0,0
15,J & K,1800,Aircel,0,0,0,0  no,0,0,0,0
15,J & K,1800,Bharti,2.6,12,0,2  no,0,2.6,12,3
15,J & K,1800,Idea,0,0,0,Bid,25,2.6,25,4
15,J & K,1800,RCL,2.6,25,0,3  no,0,2.6,25,2
15,J & K,1800,Jio,2.6,50,0,1  no,0,2.6,50,1
15,J & K,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,J & K,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,J & K,2100,Aircel,0,0,0,0  no,0,0,0,0
15,J & K,2100,Bharti,55,1,0,1  no,0,55,1,1
15,J & K,2100,Idea,0,0,0,0  no,0,0,0,0
15,J & K,2100,RCL,0,0,0,0  no,0,0,0,0
15,J & K,2100,Jio,0,0,0,0  no,0,0,0,0
15,J & K,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,J & K,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,J & K,2500,Aircel,0,0,0,0  no,0,0,0,0
15,J & K,2500,Bharti,0,0,0,0  no,0,0,0,0
15,J & K,2500,Idea,0,0,0,Bid,1,10,1,1
15,J & K,2500,RCL,0,0,0,0  no,0,0,0,0
15,J & K,2500,Jio,0,0,0,0  no,0,0,0,0
15,J & K,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,J & K,2500,Vodafone,0,0,0,0  no,0,0,0,0
15,Karnataka,700,Aircel,0,0,0,0  no,0,0,0,0
15,Karnataka,700,Bharti,0,0,0,0  no,0,0,0,0
15,Karnataka,700,Idea,0,0,0,0  no,0,0,0,0
15,Karnataka,700,RCL,0,0,0,0  no,0,0,0,0
15,Karnataka,700,Jio,0,0,0,0  no,0,0,0,0
15,Karnataka,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Karnataka,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Karnataka,800,Aircel,0,0,0,0  no,0,0,0,0
15,Karnataka,800,Bharti,0,0,0,0  no,0,0,0,0
15,Karnataka,800,Idea,0,0,0,0  no,0,0,0,0
15,Karnataka,800,RCL,0,0,0,0  no,0,0,0,0
15,Karnataka,800,Jio,0,0,0,0  no,0,0,0,0
15,Karnataka,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Karnataka,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,Bharti,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,Idea,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,RCL,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,Jio,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Karnataka,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,Idea,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,RCL,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,Jio,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Karnataka,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,Karnataka,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Karnataka,2300,Bharti,980,1,0,1  no,0,980,1,1
15,Karnataka,2300,Idea,0,0,0,0  no,0,0,0,0
15,Karnataka,2300,RCL,0,0,0,0  no,0,0,0,0
15,Karnataka,2300,Jio,980,1,0,2  no,0,980,1,2
15,Karnataka,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Karnataka,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,Idea,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,RCL,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,Jio,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Karnataka,2500,Vodafone,0,0,0,0  no,0,0,0,0
15,Kerala,700,Aircel,0,0,0,0  no,0,0,0,0
15,Kerala,700,Bharti,0,0,0,0  no,0,0,0,0
15,Kerala,700,Idea,0,0,0,0  no,0,0,0,0
15,Kerala,700,RCL,0,0,0,0  no,0,0,0,0
15,Kerala,700,Jio,0,0,0,0  no,0,0,0,0
15,Kerala,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kerala,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Kerala,800,Aircel,0,0,0,0  no,0,0,0,0
15,Kerala,800,Bharti,0,0,0,0  no,0,0,0,0
15,Kerala,800,Idea,0,0,0,0  no,0,0,0,0
15,Kerala,800,RCL,0,0,0,0  no,0,0,0,0
15,Kerala,800,Jio,0,0,0,0  no,0,0,0,0
15,Kerala,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kerala,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Kerala,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Kerala,1800,Bharti,0,0,0,0  no,0,0,0,0
15,Kerala,1800,Idea,0,0,0,0  no,0,0,0,0
15,Kerala,1800,RCL,0,0,0,0  no,0,0,0,0
15,Kerala,1800,Jio,0,0,0,0  no,0,0,0,0
15,Kerala,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kerala,1800,Vodafone,16.6,3,0,1  no,0,16.6,3,1
15,Kerala,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Kerala,2100,Bharti,885,1,0,1  no,0,885,1,1
15,Kerala,2100,Idea,0,0,0,0  no,0,0,0,0
15,Kerala,2100,RCL,0,0,0,0  no,0,0,0,0
15,Kerala,2100,Jio,0,0,0,0  no,0,0,0,0
15,Kerala,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kerala,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,Kerala,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Kerala,2300,Bharti,174.8,1,0,1  no,0,174.8,1,2
15,Kerala,2300,Idea,174.8,1,0,2  no,0,0,0,0
15,Kerala,2300,RCL,0,0,0,0  no,0,0,0,0
15,Kerala,2300,Jio,0,0,0,Bid,1,175.67,1,1
15,Kerala,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kerala,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Kerala,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Kerala,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Kerala,2500,Idea,160.8,1,0,1  no,0,160.8,1,1
15,Kerala,2500,RCL,0,0,0,0  no,0,0,0,0
15,Kerala,2500,Jio,0,0,0,0  no,0,0,0,0
15,Kerala,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kerala,2500,Vodafone,160,1,0,Bid,2,160.8,1,2
15,Kolkata,700,Aircel,0,0,0,0  no,0,0,0,0
15,Kolkata,700,Bharti,0,0,0,0  no,0,0,0,0
15,Kolkata,700,Idea,0,0,0,0  no,0,0,0,0
15,Kolkata,700,RCL,0,0,0,0  no,0,0,0,0
15,Kolkata,700,Jio,0,0,0,0  no,0,0,0,0
15,Kolkata,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kolkata,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Kolkata,800,Aircel,0,0,0,0  no,0,0,0,0
15,Kolkata,800,Bharti,0,0,0,0  no,0,0,0,0
15,Kolkata,800,Idea,0,0,0,0  no,0,0,0,0
15,Kolkata,800,RCL,0,0,0,0  no,0,0,0,0
15,Kolkata,800,Jio,0,0,0,0  no,0,0,0,0
15,Kolkata,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kolkata,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Kolkata,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Kolkata,1800,Bharti,30.23,10,0,2  no,0,30.23,10,2
15,Kolkata,1800,Idea,0,0,0,0  no,0,0,0,0
15,Kolkata,1800,RCL,0,0,0,0  no,0,0,0,0
15,Kolkata,1800,Jio,0,0,0,0  no,0,0,0,0
15,Kolkata,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kolkata,1800,Vodafone,30.38,10,0,1  no,0,30.38,10,1
15,Kolkata,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Kolkata,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Kolkata,2100,Idea,0,0,0,0  no,0,0,0,0
15,Kolkata,2100,RCL,0,0,0,0  no,0,0,0,0
15,Kolkata,2100,Jio,0,0,0,0  no,0,0,0,0
15,Kolkata,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kolkata,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,Kolkata,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Kolkata,2300,Bharti,330,1,0,1  no,0,330,1,1
15,Kolkata,2300,Idea,0,0,0,0  no,0,0,0,0
15,Kolkata,2300,RCL,0,0,0,0  no,0,0,0,0
15,Kolkata,2300,Jio,330,1,0,2  no,0,330,1,2
15,Kolkata,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kolkata,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,Idea,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,RCL,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,Jio,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Kolkata,2500,Vodafone,330,2,0,1  no,0,330,2,1
15,Madhya Pradesh,700,Aircel,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,700,Bharti,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,700,Idea,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,700,RCL,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,700,Jio,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,Aircel,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,Bharti,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,Idea,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,RCL,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,Jio,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,1800,Bharti,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,1800,Idea,16.6,23,0,1  no,0,16.6,23,1
15,Madhya Pradesh,1800,RCL,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,1800,Jio,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,Idea,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,RCL,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,Jio,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2300,Bharti,82,1,0,2  no,0,0,0,0
15,Madhya Pradesh,2300,Idea,0,0,0,Bid,1,82.41,1,1
15,Madhya Pradesh,2300,RCL,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2300,Jio,82,1,0,1  no,0,82,1,2
15,Madhya Pradesh,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2500,Idea,0,0,0,Bid,2,80,2,1
15,Madhya Pradesh,2500,RCL,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2500,Jio,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Madhya Pradesh,2500,Vodafone,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,Aircel,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,Bharti,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,Idea,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,RCL,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,Jio,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Maharashtra,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,Aircel,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,Bharti,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,Idea,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,RCL,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,Jio,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Maharashtra,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Maharashtra,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Maharashtra,1800,Bharti,63.6,25,0,1  no,0,63.6,25,1
15,Maharashtra,1800,Idea,63.6,10,0,3  no,0,63.6,10,3
15,Maharashtra,1800,RCL,0,0,0,0  no,0,0,0,0
15,Maharashtra,1800,Jio,0,0,0,0  no,0,0,0,0
15,Maharashtra,1800,Tata Tele,63.6,25,0,2  no,0,63.6,25,2
15,Maharashtra,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,Idea,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,RCL,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,Jio,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Maharashtra,2100,Vodafone,1705,1,0,1  no,0,1705,1,1
15,Maharashtra,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Maharashtra,2300,Bharti,627.48,1,0,1  no,0,627.48,1,1
15,Maharashtra,2300,Idea,0,0,0,Bid,1,627.48,1,2
15,Maharashtra,2300,RCL,0,0,0,0  no,0,0,0,0
15,Maharashtra,2300,Jio,624.36,1,0,2  no,0,0,0,0
15,Maharashtra,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Maharashtra,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,Idea,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,RCL,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,Jio,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Maharashtra,2500,Vodafone,580,2,0,1  no,0,580,2,1
15,Mumbai,700,Aircel,0,0,0,0  no,0,0,0,0
15,Mumbai,700,Bharti,0,0,0,0  no,0,0,0,0
15,Mumbai,700,Idea,0,0,0,0  no,0,0,0,0
15,Mumbai,700,RCL,0,0,0,0  no,0,0,0,0
15,Mumbai,700,Jio,0,0,0,0  no,0,0,0,0
15,Mumbai,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Mumbai,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Mumbai,800,Aircel,0,0,0,0  no,0,0,0,0
15,Mumbai,800,Bharti,0,0,0,0  no,0,0,0,0
15,Mumbai,800,Idea,0,0,0,0  no,0,0,0,0
15,Mumbai,800,RCL,0,0,0,0  no,0,0,0,0
15,Mumbai,800,Jio,0,0,0,0  no,0,0,0,0
15,Mumbai,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Mumbai,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Mumbai,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Mumbai,1800,Bharti,0,0,0,0  no,0,0,0,0
15,Mumbai,1800,Idea,0,0,0,Bid,25,86.06,21,2
15,Mumbai,1800,RCL,0,0,0,0  no,0,0,0,0
15,Mumbai,1800,Jio,85.64,0,0,Bid,4,86.06,4,1
15,Mumbai,1800,Tata Tele,85.64,25,0,1  no,0,0,0,0
15,Mumbai,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,Idea,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,RCL,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,Jio,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Mumbai,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,Mumbai,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Mumbai,2300,Bharti,1460,1,0,1  no,0,1460,1,1
15,Mumbai,2300,Idea,0,0,0,0  no,0,0,0,0
15,Mumbai,2300,RCL,0,0,0,0  no,0,0,0,0
15,Mumbai,2300,Jio,1460,1,0,2  no,0,1460,1,2
15,Mumbai,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Mumbai,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,Idea,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,RCL,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,Jio,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Mumbai,2500,Vodafone,1460,2,0,1  no,0,1460,2,1
15,North East,700,Aircel,0,0,0,0  no,0,0,0,0
15,North East,700,Bharti,0,0,0,0  no,0,0,0,0
15,North East,700,Idea,0,0,0,0  no,0,0,0,0
15,North East,700,RCL,0,0,0,0  no,0,0,0,0
15,North East,700,Jio,0,0,0,0  no,0,0,0,0
15,North East,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,North East,700,Vodafone,0,0,0,0  no,0,0,0,0
15,North East,1800,Aircel,0,0,0,0  no,0,0,0,0
15,North East,1800,Bharti,2.2,7,0,2  no,0,2.2,7,2
15,North East,1800,Idea,0,0,0,0  no,0,0,0,0
15,North East,1800,RCL,0,0,0,0  no,0,0,0,0
15,North East,1800,Jio,0,0,0,0  no,0,0,0,0
15,North East,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,North East,1800,Vodafone,2.2,37,0,1  no,0,2.2,37,1
15,North East,2100,Aircel,0,0,0,0  no,0,0,0,0
15,North East,2100,Bharti,0,0,0,0  no,0,0,0,0
15,North East,2100,Idea,0,0,0,0  no,0,0,0,0
15,North East,2100,RCL,0,0,0,0  no,0,0,0,0
15,North East,2100,Jio,0,0,0,0  no,0,0,0,0
15,North East,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,North East,2100,Vodafone,0,0,0,0  no,0,0,0,0
15,North East,2300,Aircel,0,0,0,0  no,0,0,0,0
15,North East,2300,Bharti,10,1,0,2  no,0,10,1,2
15,North East,2300,Idea,0,0,0,0  no,0,0,0,0
15,North East,2300,RCL,0,0,0,0  no,0,0,0,0
15,North East,2300,Jio,10,1,0,1  no,0,10,1,1
15,North East,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,North East,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,North East,2500,Aircel,0,0,0,0  no,0,0,0,0
15,North East,2500,Bharti,0,0,0,0  no,0,0,0,0
15,North East,2500,Idea,0,0,0,Bid,1,10,1,1
15,North East,2500,RCL,0,0,0,0  no,0,0,0,0
15,North East,2500,Jio,0,0,0,0  no,0,0,0,0
15,North East,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,North East,2500,Vodafone,0,0,0,0  no,0,0,0,0
15,Odisha,700,Aircel,0,0,0,0  no,0,0,0,0
15,Odisha,700,Bharti,0,0,0,0  no,0,0,0,0
15,Odisha,700,Idea,0,0,0,0  no,0,0,0,0
15,Odisha,700,RCL,0,0,0,0  no,0,0,0,0
15,Odisha,700,Jio,0,0,0,0  no,0,0,0,0
15,Odisha,700,Tata Tele,0,0,0,0  no,0,0,0,0
15,Odisha,700,Vodafone,0,0,0,0  no,0,0,0,0
15,Odisha,800,Aircel,0,0,0,0  no,0,0,0,0
15,Odisha,800,Bharti,0,0,0,0  no,0,0,0,0
15,Odisha,800,Idea,0,0,0,0  no,0,0,0,0
15,Odisha,800,RCL,0,0,0,0  no,0,0,0,0
15,Odisha,800,Jio,0,0,0,0  no,0,0,0,0
15,Odisha,800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Odisha,800,Vodafone,0,0,0,0  no,0,0,0,0
15,Odisha,1800,Aircel,0,0,0,0  no,0,0,0,0
15,Odisha,1800,Bharti,0,0,0,0  no,0,0,0,0
15,Odisha,1800,Idea,0,0,0,0  no,0,0,0,0
15,Odisha,1800,RCL,0,0,0,0  no,0,0,0,0
15,Odisha,1800,Jio,0,0,0,0  no,0,0,0,0
15,Odisha,1800,Tata Tele,0,0,0,0  no,0,0,0,0
15,Odisha,1800,Vodafone,0,0,0,0  no,0,0,0,0
15,Odisha,2100,Aircel,0,0,0,0  no,0,0,0,0
15,Odisha,2100,Bharti,0,0,0,0  no,0,0,0,0
15,Odisha,2100,Idea,0,0,0,0  no,0,0,0,0
15,Odisha,2100,RCL,0,0,0,0  no,0,0,0,0
15,Odisha,2100,Jio,0,0,0,0  no,0,0,0,0
15,Odisha,2100,Tata Tele,0,0,0,0  no,0,0,0,0
15,Odisha,2100,Vodafone,190,1,0,1  no,0,190,1,1
15,Odisha,2300,Aircel,0,0,0,0  no,0,0,0,0
15,Odisha,2300,Bharti,40,1,0,2  no,0,40,1,2
15,Odisha,2300,Idea,0,0,0,0  no,0,0,0,0
15,Odisha,2300,RCL,0,0,0,0  no,0,0,0,0
15,Odisha,2300,Jio,40,1,0,1  no,0,40,1,1
15,Odisha,2300,Tata Tele,0,0,0,0  no,0,0,0,0
15,Odisha,2300,Vodafone,0,0,0,0  no,0,0,0,0
15,Odisha,2500,Aircel,0,0,0,0  no,0,0,0,0
15,Odisha,2500,Bharti,0,0,0,0  no,0,0,0,0
15,Odisha,2500,Idea,0,0,0,Bid,1,40,1,1
15,Odisha,2500,RCL,0,0,0,0  no,0,0,0,0
15,Odisha,2500,Jio,0,0,0,0  no,0,0,0,0
15,Odisha,2500,Tata Tele,0,0,0,0  no,0,0,0,0
15,Odisha,2500,Vodafone,0,0,0,0  no,0,0,0,0
15,Punjab,700,Aircel,0,0,0,0  no,0,0,0,0
15,Punjab,700,Bharti,0,0,0,0  no,0,0,0,0
15,Punjab,700,Idea,0,0,0,0  no,0,0,0,0
15,Punjab,700,RCL,0,0,0,0  no,0,0,0,0
15,Punjab,700,Jio,0,0,0,0  no,0,0,0,0
