Clock_Round,Service_Area,Band,Bidder,bid_decision,No. of Block(s) Selected,prov_win_bid,Provisionally Allocated Block(s) at end of Clock Round,prov_rank
8,Uttar Pradesh (East),1800,Telewings,Not Bid,0,12.56,9,1
8,Uttar Pradesh (East),1800,Vodafone,Not Bid,0,12.56,13,3
8,Uttar Pradesh (West),1800,Aircel,Not Bid,0,-,-,-
8,Uttar Pradesh (West),1800,Bharti,Not Bid,0,12.89,-,-
8,Uttar Pradesh (West),1800,Idea,Not Bid,0,13.27,3,1
8,Uttar Pradesh (West),1800,RCL,Not Bid,0,-,-,-
8,Uttar Pradesh (West),1800,Jio,Not Bid,0,-,-,-
8,Uttar Pradesh (West),1800,Tata Tele,Not Bid,0,-,-,-
8,Uttar Pradesh (West),1800,Telewings,Bid,10,13.27,9,2
8,Uttar Pradesh (West),1800,Vodafone,Not Bid,0,-,-,-
8,West Bengal,1800,Aircel,Not Bid,0,4.24,6,3
8,West Bengal,1800,Bharti,Not Bid,0,4.28,25,2
8,West Bengal,1800,Idea,Not Bid,0,-,-,-
8,West Bengal,1800,RCL,Not Bid,0,-,-,-
8,West Bengal,1800,Jio,Not Bid,0,4.28,25,1
8,West Bengal,1800,Tata Tele,Not Bid,0,-,-,-
8,West Bengal,1800,Telewings,Not Bid,0,-,-,-
8,West Bengal,1800,Vodafone,Not Bid,0,-,-,-
8,Delhi,900,Aircel,Not Bid,0,-,-,-
8,Delhi,900,Bharti,Bid,5,433.2,5,2
8,Delhi,900,Idea,Bid,5,433.2,0,-
8,Delhi,900,RCL,Not Bid,0,-,-,-
8,Delhi,900,Jio,Bid,5,433.2,0,-
8,Delhi,900,Tata Tele,Not Bid,0,-,-,-
8,Delhi,900,Telewings,Not Bid,0,-,-,-
8,Delhi,900,Vodafone,Bid,9,433.2,9,1
8,Kolkata,900,Aircel,Not Bid,0,-,-,-
8,Kolkata,900,Bharti,Bid,7,173.16,7,1
8,Kolkata,900,Idea,Not Bid,0,164.86,-,-
8,Kolkata,900,RCL,Not Bid,0,-,-,-
8,Kolkata,900,Jio,Not Bid,0,-,-,-
8,Kolkata,900,Tata Tele,Bid,5,173.16,0,-
8,Kolkata,900,Telewings,Not Bid,0,-,-,-
8,Kolkata,900,Vodafone,Not Bid,0,173.16,7,2
8,Mumbai,900,Aircel,Not Bid,0,-,-,-
8,Mumbai,900,Bharti,Bid,5,496.9,5,1
8,Mumbai,900,Idea,Bid,5,496.9,5,3
8,Mumbai,900,RCL,Not Bid,0,-,-,-
8,Mumbai,900,Jio,Bid,5,496.9,5,2
8,Mumbai,900,Tata Tele,Not Bid,0,473.24,0,-
8,Mumbai,900,Telewings,Not Bid,0,-,-,-
8,Mumbai,900,Vodafone,Not Bid,0,473.24,-,-
9,Andhra Pradesh,1800,Aircel,Not Bid,0,-,-,-
9,Andhra Pradesh,1800,Bharti,Not Bid,0,32.6,38,1
9,Andhra Pradesh,1800,Idea,Not Bid,0,32.6,25,3
9,Andhra Pradesh,1800,RCL,Not Bid,0,-,-,-
9,Andhra Pradesh,1800,Jio,Not Bid,0,32.6,25,2
9,Andhra Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
9,Andhra Pradesh,1800,Telewings,Not Bid,0,32.6,4,4
9,Andhra Pradesh,1800,Vodafone,Not Bid,0,-,-,-
9,Assam,1800,Aircel,Not Bid,0,-,-,-
9,Assam,1800,Bharti,Bid,3,1.41,28,2
9,Assam,1800,Idea,Not Bid,0,-,-,-
9,Assam,1800,RCL,Not Bid,0,-,-,-
9,Assam,1800,Jio,Bid,29,1.41,29,1
9,Assam,1800,Tata Tele,Not Bid,0,-,-,-
9,Assam,1800,Telewings,Not Bid,0,-,-,-
9,Assam,1800,Vodafone,Not Bid,0,-,-,-
9,Bihar,1800,Aircel,Not Bid,0,-,-,-
9,Bihar,1800,Bharti,Not Bid,0,7.84,0,-
9,Bihar,1800,Idea,Not Bid,0,-,-,-
9,Bihar,1800,RCL,Not Bid,0,-,-,-
9,Bihar,1800,Jio,Not Bid,0,-,-,-
9,Bihar,1800,Tata Tele,Not Bid,0,-,-,-
9,Bihar,1800,Telewings,Not Bid,0,7.99,11,1
9,Bihar,1800,Vodafone,Not Bid,0,-,-,-
9,Delhi,1800,Aircel,Not Bid,0,-,-,-
9,Delhi,1800,Bharti,Bid,40,43.8,40,1
9,Delhi,1800,Idea,Not Bid,0,43.8,3,4
9,Delhi,1800,RCL,Not Bid,0,-,-,-
9,Delhi,1800,Jio,Not Bid,0,43.8,25,3
9,Delhi,1800,Tata Tele,Not Bid,0,-,-,-
9,Delhi,1800,Telewings,Not Bid,0,-,-,-
9,Delhi,1800,Vodafone,Not Bid,0,43.8,35,2
9,Gujarat,1800,Aircel,Not Bid,0,-,-,-
9,Gujarat,1800,Bharti,Not Bid,0,29.45,-,-
9,Gujarat,1800,Idea,Not Bid,0,30.63,3,3
9,Gujarat,1800,RCL,Not Bid,0,-,-,-
9,Gujarat,1800,Jio,Not Bid,0,30.63,25,1
9,Gujarat,1800,Tata Tele,Not Bid,0,-,-,-
9,Gujarat,1800,Telewings,Bid,8,30.63,7,4
9,Gujarat,1800,Vodafone,Not Bid,0,30.63,25,2
9,Haryana,1800,Aircel,Not Bid,0,-,-,-
9,Haryana,1800,Bharti,Not Bid,0,-,-,-
9,Haryana,1800,Idea,Not Bid,0,5.4,25,1
9,Haryana,1800,RCL,Not Bid,0,-,-,-
9,Haryana,1800,Jio,Not Bid,0,-,-,-
9,Haryana,1800,Tata Tele,Not Bid,0,-,-,-
9,Haryana,1800,Telewings,Not Bid,0,-,-,-
9,Haryana,1800,Vodafone,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,Aircel,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,Bharti,Not Bid,0,1.2,51,1
9,Himachal Pradesh,1800,Idea,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,RCL,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,Jio,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,Telewings,Not Bid,0,-,-,-
9,Himachal Pradesh,1800,Vodafone,Not Bid,0,-,-,-
9,Jammu & Kashmir,1800,Aircel,Not Bid,0,1.02,9,1
9,Jammu & Kashmir,1800,Bharti,Not Bid,0,1,13,2
9,Jammu & Kashmir,1800,Idea,Not Bid,0,-,-,-
9,Jammu & Kashmir,1800,RCL,Not Bid,0,-,-,-
9,Jammu & Kashmir,1800,Jio,Not Bid,0,-,-,-
9,Jammu & Kashmir,1800,Tata Tele,Not Bid,0,-,-,-
9,Jammu & Kashmir,1800,Telewings,Not Bid,0,-,-,-
9,Jammu & Kashmir,1800,Vodafone,Not Bid,0,-,-,-
9,Karnataka,1800,Aircel,Not Bid,0,-,-,-
9,Karnataka,1800,Bharti,Not Bid,0,31,38,1
9,Karnataka,1800,Idea,Not Bid,0,31,25,4
9,Karnataka,1800,RCL,Not Bid,0,-,-,-
9,Karnataka,1800,Jio,Not Bid,0,31,25,3
9,Karnataka,1800,Tata Tele,Not Bid,0,-,-,-
9,Karnataka,1800,Telewings,Not Bid,0,-,-,-
9,Karnataka,1800,Vodafone,Not Bid,0,31,25,2
9,Kerala,1800,Aircel,Not Bid,0,-,-,-
9,Kerala,1800,Bharti,Not Bid,0,10.4,25,2
9,Kerala,1800,Idea,Not Bid,0,10.4,25,4
9,Kerala,1800,RCL,Not Bid,0,-,-,-
9,Kerala,1800,Jio,Not Bid,0,10.4,25,3
9,Kerala,1800,Tata Tele,Not Bid,0,-,-,-
9,Kerala,1800,Telewings,Not Bid,0,-,-,-
9,Kerala,1800,Vodafone,Not Bid,0,10.4,28,1
9,Kolkata,1800,Aircel,Not Bid,0,-,-,-
9,Kolkata,1800,Bharti,Not Bid,0,14.6,25,2
9,Kolkata,1800,Idea,Not Bid,0,-,-,-
9,Kolkata,1800,RCL,Not Bid,0,-,-,-
9,Kolkata,1800,Jio,Not Bid,0,14.6,25,3
9,Kolkata,1800,Tata Tele,Not Bid,0,-,-,-
9,Kolkata,1800,Telewings,Not Bid,0,-,-,-
9,Kolkata,1800,Vodafone,Not Bid,0,14.6,35,1
9,Madhya Pradesh,1800,Aircel,Not Bid,0,-,-,-
9,Madhya Pradesh,1800,Bharti,Not Bid,0,8.6,3,3
9,Madhya Pradesh,1800,Idea,Not Bid,0,8.6,25,2
9,Madhya Pradesh,1800,RCL,Not Bid,0,-,-,-
9,Madhya Pradesh,1800,Jio,Not Bid,0,8.6,25,1
9,Madhya Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
9,Madhya Pradesh,1800,Telewings,Not Bid,0,-,-,-
9,Madhya Pradesh,1800,Vodafone,Not Bid,0,-,-,-
9,Maharashtra,1800,Aircel,Not Bid,0,-,-,-
9,Maharashtra,1800,Bharti,Not Bid,0,34.6,25,1
9,Maharashtra,1800,Idea,Bid,8,34.6,8,4
9,Maharashtra,1800,RCL,Not Bid,0,-,-,-
9,Maharashtra,1800,Jio,Not Bid,0,34.6,25,2
9,Maharashtra,1800,Tata Tele,Not Bid,0,-,-,-
9,Maharashtra,1800,Telewings,Not Bid,0,34.6,9,3
9,Maharashtra,1800,Vodafone,Not Bid,0,34.6,3,5
9,Mumbai,1800,Aircel,Not Bid,0,-,-,-
9,Mumbai,1800,Bharti,Not Bid,0,41.4,4,4
9,Mumbai,1800,Idea,Not Bid,0,41.4,8,3
9,Mumbai,1800,RCL,Not Bid,0,41.4,3,5
9,Mumbai,1800,Jio,Not Bid,0,41.4,25,2
9,Mumbai,1800,Tata Tele,Not Bid,0,-,-,-
9,Mumbai,1800,Telewings,Not Bid,0,-,-,-
9,Mumbai,1800,Vodafone,Not Bid,0,41.4,50,1
9,North East,1800,Aircel,Not Bid,0,1.4,9,3
9,North East,1800,Bharti,Not Bid,0,1.4,35,1
9,North East,1800,Idea,Not Bid,0,1.4,3,4
9,North East,1800,RCL,Not Bid,0,-,-,-
9,North East,1800,Jio,Not Bid,0,1.4,25,2
9,North East,1800,Tata Tele,Not Bid,0,-,-,-
9,North East,1800,Telewings,Not Bid,0,-,-,-
9,North East,1800,Vodafone,Not Bid,0,-,-,-
9,Orissa,1800,Aircel,Not Bid,0,-,-,-
9,Orissa,1800,Bharti,Not Bid,0,3.2,25,1
9,Orissa,1800,Idea,Not Bid,0,-,-,-
9,Orissa,1800,RCL,Not Bid,0,-,-,-
9,Orissa,1800,Jio,Not Bid,0,3.2,25,2
9,Orissa,1800,Tata Tele,Not Bid,0,-,-,-
9,Orissa,1800,Telewings,Not Bid,0,-,-,-
9,Orissa,1800,Vodafone,Not Bid,0,-,-,-
9,Punjab,1800,Aircel,Not Bid,0,-,-,-
9,Punjab,1800,Bharti,Not Bid,0,10.8,36,1
9,Punjab,1800,Idea,Not Bid,0,10.8,25,2
9,Punjab,1800,RCL,Not Bid,0,-,-,-
9,Punjab,1800,Jio,Not Bid,0,-,-,-
9,Punjab,1800,Tata Tele,Not Bid,0,-,-,-
9,Punjab,1800,Telewings,Not Bid,0,-,-,-
9,Punjab,1800,Vodafone,Not Bid,0,10.8,3,3
9,Rajasthan,1800,Aircel,Not Bid,0,5.2,8,2
9,Rajasthan,1800,Bharti,Not Bid,0,5.2,41,1
9,Rajasthan,1800,Idea,Not Bid,0,-,-,-
9,Rajasthan,1800,RCL,Not Bid,0,-,-,-
9,Rajasthan,1800,Jio,Not Bid,0,-,-,-
9,Rajasthan,1800,Tata Tele,Not Bid,0,-,-,-
9,Rajasthan,1800,Telewings,Not Bid,0,-,-,-
9,Rajasthan,1800,Vodafone,Not Bid,0,5.2,4,3
9,Tamil Nadu,1800,Aircel,Not Bid,0,-,-,-
9,Tamil Nadu,1800,Bharti,Not Bid,0,41.6,25,1
9,Tamil Nadu,1800,Idea,Not Bid,0,-,-,-
9,Tamil Nadu,1800,RCL,Not Bid,0,-,-,-
9,Tamil Nadu,1800,Jio,Not Bid,0,41.6,25,2
9,Tamil Nadu,1800,Tata Tele,Not Bid,0,-,-,-
9,Tamil Nadu,1800,Telewings,Not Bid,0,-,-,-
9,Tamil Nadu,1800,Vodafone,Not Bid,0,-,-,-
9,Uttar Pradesh (East),1800,Aircel,Not Bid,0,12.56,9,2
9,Uttar Pradesh (East),1800,Bharti,Not Bid,0,12.2,9,4
9,Uttar Pradesh (East),1800,Idea,Not Bid,0,-,-,-
9,Uttar Pradesh (East),1800,RCL,Not Bid,0,-,-,-
9,Uttar Pradesh (East),1800,Jio,Not Bid,0,-,-,-
9,Uttar Pradesh (East),1800,Tata Tele,Not Bid,0,-,-,-
9,Uttar Pradesh (East),1800,Telewings,Not Bid,0,12.56,9,1
9,Uttar Pradesh (East),1800,Vodafone,Not Bid,0,12.56,13,3
9,Uttar Pradesh (West),1800,Aircel,Not Bid,0,-,-,-
9,Uttar Pradesh (West),1800,Bharti,Not Bid,0,12.89,-,-
9,Uttar Pradesh (West),1800,Idea,Bid,12,13.4,12,1
9,Uttar Pradesh (West),1800,RCL,Not Bid,0,-,-,-
9,Uttar Pradesh (West),1800,Jio,Not Bid,0,-,-,-
9,Uttar Pradesh (West),1800,Tata Tele,Not Bid,0,-,-,-
9,Uttar Pradesh (West),1800,Telewings,Bid,10,13.4,0,-
9,Uttar Pradesh (West),1800,Vodafone,Not Bid,0,-,-,-
9,West Bengal,1800,Aircel,Not Bid,0,4.24,6,3
9,West Bengal,1800,Bharti,Not Bid,0,4.28,25,2
9,West Bengal,1800,Idea,Not Bid,0,-,-,-
9,West Bengal,1800,RCL,Not Bid,0,-,-,-
9,West Bengal,1800,Jio,Not Bid,0,4.28,25,1
9,West Bengal,1800,Tata Tele,Not Bid,0,-,-,-
9,West Bengal,1800,Telewings,Not Bid,0,-,-,-
9,West Bengal,1800,Vodafone,Not Bid,0,-,-,-
9,Delhi,900,Aircel,Not Bid,0,-,-,-
9,Delhi,900,Bharti,Bid,5,467.85,5,2
9,Delhi,900,Idea,Bid,6,467.85,5,3
9,Delhi,900,RCL,Not Bid,0,-,-,-
9,Delhi,900,Jio,Bid,6,467.85,6,1
9,Delhi,900,Tata Tele,Not Bid,0,-,-,-
9,Delhi,900,Telewings,Not Bid,0,-,-,-
9,Delhi,900,Vodafone,Not Bid,0,433.2,-,-
9,Kolkata,900,Aircel,Not Bid,0,-,-,-
9,Kolkata,900,Bharti,Bid,7,183.54,7,1
9,Kolkata,900,Idea,Not Bid,0,164.86,-,-
9,Kolkata,900,RCL,Not Bid,0,-,-,-
9,Kolkata,900,Jio,Not Bid,0,-,-,-
9,Kolkata,900,Tata Tele,Bid,5,183.54,5,2
9,Kolkata,900,Telewings,Not Bid,0,-,-,-
9,Kolkata,900,Vodafone,Not Bid,0,173.16,0,-
9,Mumbai,900,Aircel,Not Bid,0,-,-,-
9,Mumbai,900,Bharti,Not Bid,0,496.9,5,1
9,Mumbai,900,Idea,Bid,10,496.9,6,3
9,Mumbai,900,RCL,Not Bid,0,-,-,-
9,Mumbai,900,Jio,Not Bid,0,496.9,5,2
9,Mumbai,900,Tata Tele,Not Bid,0,473.24,-,-
9,Mumbai,900,Telewings,Not Bid,0,-,-,-
9,Mumbai,900,Vodafone,Bid,6,496.9,0,-
10,Andhra Pradesh,1800,Aircel,Not Bid,0,-,-,-
10,Andhra Pradesh,1800,Bharti,Not Bid,0,32.6,38,1
10,Andhra Pradesh,1800,Idea,Not Bid,0,32.6,25,3
10,Andhra Pradesh,1800,RCL,Not Bid,0,-,-,-
10,Andhra Pradesh,1800,Jio,Not Bid,0,32.6,25,2
10,Andhra Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
10,Andhra Pradesh,1800,Telewings,Not Bid,0,32.6,4,4
10,Andhra Pradesh,1800,Vodafone,Not Bid,0,-,-,-
10,Assam,1800,Aircel,Not Bid,0,-,-,-
10,Assam,1800,Bharti,Not Bid,0,1.41,28,2
10,Assam,1800,Idea,Not Bid,0,-,-,-
10,Assam,1800,RCL,Not Bid,0,-,-,-
10,Assam,1800,Jio,Not Bid,0,1.41,29,1
10,Assam,1800,Tata Tele,Not Bid,0,-,-,-
10,Assam,1800,Telewings,Not Bid,0,-,-,-
10,Assam,1800,Vodafone,Not Bid,0,-,-,-
10,Bihar,1800,Aircel,Not Bid,0,-,-,-
10,Bihar,1800,Bharti,Not Bid,0,7.84,0,-
10,Bihar,1800,Idea,Not Bid,0,-,-,-
10,Bihar,1800,RCL,Not Bid,0,-,-,-
10,Bihar,1800,Jio,Not Bid,0,-,-,-
10,Bihar,1800,Tata Tele,Not Bid,0,-,-,-
10,Bihar,1800,Telewings,Not Bid,0,7.99,11,1
10,Bihar,1800,Vodafone,Not Bid,0,-,-,-
10,Delhi,1800,Aircel,Not Bid,0,-,-,-
10,Delhi,1800,Bharti,Not Bid,0,43.8,40,1
10,Delhi,1800,Idea,Not Bid,0,43.8,3,4
10,Delhi,1800,RCL,Not Bid,0,-,-,-
10,Delhi,1800,Jio,Not Bid,0,43.8,25,3
10,Delhi,1800,Tata Tele,Not Bid,0,-,-,-
10,Delhi,1800,Telewings,Not Bid,0,-,-,-
10,Delhi,1800,Vodafone,Not Bid,0,43.8,35,2
10,Gujarat,1800,Aircel,Not Bid,0,-,-,-
10,Gujarat,1800,Bharti,Not Bid,0,29.45,-,-
10,Gujarat,1800,Idea,Bid,19,30.93,19,2
10,Gujarat,1800,RCL,Not Bid,0,-,-,-
10,Gujarat,1800,Jio,Bid,25,30.93,25,1
10,Gujarat,1800,Tata Tele,Not Bid,0,-,-,-
10,Gujarat,1800,Telewings,Bid,7,30.93,7,3
10,Gujarat,1800,Vodafone,Not Bid,0,30.63,9,4
10,Haryana,1800,Aircel,Not Bid,0,-,-,-
10,Haryana,1800,Bharti,Not Bid,0,-,-,-
10,Haryana,1800,Idea,Not Bid,0,5.4,25,1
10,Haryana,1800,RCL,Not Bid,0,-,-,-
10,Haryana,1800,Jio,Not Bid,0,-,-,-
10,Haryana,1800,Tata Tele,Not Bid,0,-,-,-
10,Haryana,1800,Telewings,Not Bid,0,-,-,-
10,Haryana,1800,Vodafone,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,Aircel,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,Bharti,Not Bid,0,1.2,51,1
10,Himachal Pradesh,1800,Idea,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,RCL,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,Jio,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,Telewings,Not Bid,0,-,-,-
10,Himachal Pradesh,1800,Vodafone,Not Bid,0,-,-,-
10,Jammu & Kashmir,1800,Aircel,Not Bid,0,1.02,9,1
10,Jammu & Kashmir,1800,Bharti,Not Bid,0,1,13,2
10,Jammu & Kashmir,1800,Idea,Not Bid,0,-,-,-
10,Jammu & Kashmir,1800,RCL,Not Bid,0,-,-,-
10,Jammu & Kashmir,1800,Jio,Not Bid,0,-,-,-
10,Jammu & Kashmir,1800,Tata Tele,Not Bid,0,-,-,-
10,Jammu & Kashmir,1800,Telewings,Not Bid,0,-,-,-
10,Jammu & Kashmir,1800,Vodafone,Not Bid,0,-,-,-
10,Karnataka,1800,Aircel,Not Bid,0,-,-,-
10,Karnataka,1800,Bharti,Not Bid,0,31,38,1
10,Karnataka,1800,Idea,Not Bid,0,31,25,4
10,Karnataka,1800,RCL,Not Bid,0,-,-,-
10,Karnataka,1800,Jio,Not Bid,0,31,25,3
10,Karnataka,1800,Tata Tele,Not Bid,0,-,-,-
10,Karnataka,1800,Telewings,Not Bid,0,-,-,-
10,Karnataka,1800,Vodafone,Not Bid,0,31,25,2
10,Kerala,1800,Aircel,Not Bid,0,-,-,-
10,Kerala,1800,Bharti,Not Bid,0,10.4,25,3
10,Kerala,1800,Idea,Bid,28,10.4,28,2
10,Kerala,1800,RCL,Not Bid,0,-,-,-
10,Kerala,1800,Jio,Not Bid,0,10.4,25,4
10,Kerala,1800,Tata Tele,Not Bid,0,-,-,-
10,Kerala,1800,Telewings,Not Bid,0,-,-,-
10,Kerala,1800,Vodafone,Not Bid,0,10.4,28,1
10,Kolkata,1800,Aircel,Not Bid,0,-,-,-
10,Kolkata,1800,Bharti,Not Bid,0,14.6,25,2
10,Kolkata,1800,Idea,Not Bid,0,-,-,-
10,Kolkata,1800,RCL,Not Bid,0,-,-,-
10,Kolkata,1800,Jio,Not Bid,0,14.6,25,3
10,Kolkata,1800,Tata Tele,Not Bid,0,-,-,-
10,Kolkata,1800,Telewings,Not Bid,0,-,-,-
10,Kolkata,1800,Vodafone,Not Bid,0,14.6,35,1
10,Madhya Pradesh,1800,Aircel,Not Bid,0,-,-,-
10,Madhya Pradesh,1800,Bharti,Not Bid,0,8.6,3,3
10,Madhya Pradesh,1800,Idea,Not Bid,0,8.6,25,2
10,Madhya Pradesh,1800,RCL,Not Bid,0,-,-,-
10,Madhya Pradesh,1800,Jio,Not Bid,0,8.6,25,1
10,Madhya Pradesh,1800,Tata Tele,Not Bid,0,-,-,-
10,Madhya Pradesh,1800,Telewings,Not Bid,0,-,-,-
10,Madhya Pradesh,1800,Vodafone,Not Bid,0,-,-,-
10,Maharashtra,1800,Aircel,Not Bid,0,-,-,-
10,Maharashtra,1800,Bharti,Not Bid,0,34.6,20,3
10,Maharashtra,1800,Idea,Bid,25,34.94,25,2
10,Maharashtra,1800,RCL,Not Bid,0,-,-,-
10,Maharashtra,1800,Jio,Bid,25,34.94,25,1
10,Maharashtra,1800,Tata Tele,Not Bid,0,-,-,-
10,Maharashtra,1800,Telewings,Not Bid,0,34.6,-,-
10,Maharashtra,1800,Vodafone,Not Bid,0,34.6,-,-
10,Mumbai,1800,Aircel,Not Bid,0,-,-,-
10,Mumbai,1800,Bharti,Not Bid,0,41.4,4,4
10,Mumbai,1800,Idea,Not Bid,0,41.4,8,3
10,Mumbai,1800,RCL,Not Bid,0,41.4,3,5
10,Mumbai,1800,Jio,Not Bid,0,41.4,25,2
10,Mumbai,1800,Tata Tele,Not Bid,0,-,-,-
10,Mumbai,1800,Telewings,Not Bid,0,-,-,-
10,Mumbai,1800,Vodafone,Not Bid,0,41.4,50,1
10,North East,1800,Aircel,Not Bid,0,1.4,9,3
10,North East,1800,Bharti,Not Bid,0,1.4,35,1
10,North East,1800,Idea,Not Bid,0,1.4,3,4
10,North East,1800,RCL,Not Bid,0,-,-,-
10,North East,1800,Jio,Not Bid,0,1.4,25,2
10,North East,1800,Tata Tele,Not Bid,0,-,-,-
10,North East,1800,Telewings,Not Bid,0,-,-,-
10,North East,1800,Vodafone,Not Bid,0,-,-,-
10,Orissa,1800,Aircel,Not Bid,0,-,-,-
10,Orissa,1800,Bharti,Not Bid,0,3.2,25,1
10,Orissa,1800,Idea,Not Bid,0,-,-,-
10,Orissa,1800,RCL,Not Bid,0,-,-,-
10,Orissa,1800,Jio,Not Bid,0,3.2,25,2
10,Orissa,1800,Tata Tele,Not Bid,0,-,-,-
10,Orissa,1800,Telewings,Not Bid,0,-,-,-
10,Orissa,1800,Vodafone,Not Bid,0,-,-,-
10,Punjab,1800,Aircel,Not Bid,0,-,-,-
10,Punjab,1800,Bharti,Not Bid,0,10.8,36,1
10,Punjab,1800,Idea,Not Bid,0,10.8,25,2
10,Punjab,1800,RCL,Not Bid,0,-,-,-
10,Punjab,1800,Jio,Not Bid,0,-,-,-
10,Punjab,1800,Tata Tele,Not Bid,0,-,-,-
10,Punjab,1800,Telewings,Not Bid,0,-,-,-
10,Punjab,1800,Vodafone,Not Bid,0,10.8,3,3
10,Rajasthan,1800,Aircel,Not Bid,0,5.2,8,2
10,Rajasthan,1800,Bharti,Not Bid,0,5.2,41,1
10,Rajasthan,1800,Idea,Not Bid,0,-,-,-
10,Rajasthan,1800,RCL,Not Bid,0,-,-,-
10,Rajasthan,1800,Jio,Not Bid,0,-,-,-
10,Rajasthan,1800,Tata Tele,Not Bid,0,-,-,-
10,Rajasthan,1800,Telewings,Not Bid,0,-,-,-
10,Rajasthan,1800,Vodafone,Not Bid,0,5.2,4,3
10,Tamil Nadu,1800,Aircel,Not Bid,0,-,-,-
10,Tamil Nadu,1800,Bharti,Not Bid,0,41.6,25,1
10,Tamil Nadu,1800,Idea,Not Bid,0,-,-,-
10,Tamil Nadu,1800,RCL,Not Bid,0,-,-,-
10,Tamil Nadu,1800,Jio,Not Bid,0,41.6,25,2
10,Tamil Nadu,1800,Tata Tele,Not Bid,0,-,-,-
10,Tamil Nadu,1800,Telewings,Not Bid,0,-,-,-
10,Tamil Nadu,1800,Vodafone,Not Bid,0,-,-,-
10,Uttar Pradesh (East),1800,Aircel,Not Bid,0,12.56,9,2
10,Uttar Pradesh (East),1800,Bharti,Not Bid,0,12.2,9,4
10,Uttar Pradesh (East),1800,Idea,Not Bid,0,-,-,-
10,Uttar Pradesh (East),1800,RCL,Not Bid,0,-,-,-
10,Uttar Pradesh (East),1800,Jio,Not Bid,0,-,-,-
10,Uttar Pradesh (East),1800,Tata Tele,Not Bid,0,-,-,-
10,Uttar Pradesh (East),1800,Telewings,Not Bid,0,12.56,9,1
10,Uttar Pradesh (East),1800,Vodafone,Not Bid,0,12.56,13,3
10,Uttar Pradesh (West),1800,Aircel,Not Bid,0,-,-,-
10,Uttar Pradesh (West),1800,Bharti,Not Bid,0,12.89,-,-
10,Uttar Pradesh (West),1800,Idea,Not Bid,0,13.4,0,-
10,Uttar Pradesh (West),1800,RCL,Not Bid,0,-,-,-
10,Uttar Pradesh (West),1800,Jio,Not Bid,0,-,-,-
10,Uttar Pradesh (West),1800,Tata Tele,Not Bid,0,-,-,-
10,Uttar Pradesh (West),1800,Telewings,Bid,10,13.66,10,1
10,Uttar Pradesh (West),1800,Vodafone,Not Bid,0,-,-,-
10,West Bengal,1800,Aircel,Not Bid,0,4.24,6,3
10,West Bengal,1800,Bharti,Not Bid,0,4.28,25,2
10,West Bengal,1800,Idea,Not Bid,0,-,-,-
10,West Bengal,1800,RCL,Not Bid,0,-,-,-
10,West Bengal,1800,Jio,Not Bid,0,4.28,25,1
10,West Bengal,1800,Tata Tele,Not Bid,0,-,-,-
10,West Bengal,1800,Telewings,Not Bid,0,-,-,-
10,West Bengal,1800,Vodafone,Not Bid,0,-,-,-
10,Delhi,900,Aircel,Not Bid,0,-,-,-
10,Delhi,900,Bharti,Bid,5,472.52,5,2
10,Delhi,900,Idea,Not Bid,0,467.85,-,-
10,Delhi,900,RCL,Not Bid,0,-,-,-
10,Delhi,900,Jio,Bid,6,472.52,6,1
10,Delhi,900,Tata Tele,Not Bid,0,-,-,-
10,Delhi,900,Telewings,Not Bid,0,-,-,-
10,Delhi,900,Vodafone,Bid,9,472.52,5,3
10,Kolkata,900,Aircel,Not Bid,0,-,-,-
10,Kolkata,900,Bharti,Not Bid,0,183.54,7,1
10,Kolkata,900,Idea,Not Bid,0,164.86,-,-
10,Kolkata,900,RCL,Not Bid,0,-,-,-
10,Kolkata,900,Jio,Not Bid,0,-,-,-
10,Kolkata,900,Tata Tele,Not Bid,0,183.54,5,2
10,Kolkata,900,Telewings,Not Bid,0,-,-,-
10,Kolkata,900,Vodafone,Bid,7,183.54,0,-
10,Mumbai,900,Aircel,Not Bid,0,-,-,-
10,Mumbai,900,Bharti,Bid,5,546.59,5,1
10,Mumbai,900,Idea,Not Bid,0,496.9,-,-
10,Mumbai,900,RCL,Not Bid,0,-,-,-
10,Mumbai,900,Jio,Bid,5,546.59,5,2
10,Mumbai,900,Tata Tele,Not Bid,0,473.24,-,-
10,Mumbai,900,Telewings,Not Bid,0,-,-,-
10,Mumbai,900,Vodafone,Bid,6,546.59,6,3
11,Andhra Pradesh,1800,Aircel,Not Bid,0,-,-,-
